siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region,huc12
stam,STAHL PEAK,MT,48.9,-114.85,214.5,0,.......................,787,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
stdc,Straits Drain at Stateline Road,CA,0,0,0,,,,NGVD1929,0,,,,hydromet,,PN,
stdo,Straits Drain,OR,42.08083333,-121.8463889,4091,US/Pacific,.......................,11509340,ft,0,,,,hydromet,Klamath,PN,1.80E+11
stfi,Snake River nr Twin Falls ID,ID,42.60611111,-114.4763889,0,US/Mountain,00:00.0,13090500,ft,0,,,,hydromet,usgs,PN,1.70E+11
stii,"S FK CLEARWATER RIVER AT STITES, IDAHO",ID,46.086389,-115.976667,1300,US/Pacific,00:00.0,13338500,ft,0,,,,hydromet,usgs,PN,1.71E+11
stmi,STICKNEY MILL,ID,43.85,-114.2,237.8333333,0,.......................,792,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
stro,STARR RIDGE,OR,44.25,-119.0166667,206.5,0,.......................,789,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
sttm,STUART MOUNTAIN,MT,46.98333333,-113.9166667,236.3333333,0,.......................,901,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
stvn,"DRI - Steptoe Valley North, Nevada Weather Station",NV,40.084167,-114.651389,1784.604,US/Pacific,3/11/2011,,m,0,agrimet_map,,,agrimet,dri,PN,1.61E+11
stwo,STRAWBERRY,OR,42.11666667,-120.8333333,216.1666667,0,.......................,794,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.80E+11
stym,Stryker Basin Snow Course,MT,48.68,-114.66,6180,,,,,0,,,T,,,PN,1.70E+11
stzi,SCHWEITZER BASIN,ID,48.36666667,-116.6333333,217.5,0,.......................,738,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
suci,Salem Union Canal,ID,43.97083333,-111.6505556,4990,US/Mountain,.......................,13049805,ft,0,,,,hydromet,IDWR,PN,1.70E+11
sucw,SULPHUR CREEK AT HOLIDAY ROAD NEAR SUNNYSIDE,WA,46.25111111,-120.02,664,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
sugi,"INL - Sugar City,  Idaho Weather Station",ID,43.896583,-111.737617,1491.996,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
summ,"Summit, MT",MT,48.3175,-113.3527778,5233,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Flathead,PN,1.00E+11
sutu,"Sutherland, Utah  AgriMet Weather Station",UT,39.45071,-112.63823,1451,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
svco,SILVER CREEK,OR,42.95,-121.1666667,216.6666667,0,.......................,756,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
svmo,SEVENMILE MARSH,OR,42.68333333,-122.1333333,217,0,.......................,745,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.80E+11
svno,"Sevenmile Creek near Fort Klamath, OR",OR,42.72583333,-122.0894444,4308,US/Pacific,38:25.3,0,ft,0,,,,hydromet,Klamath,PN,1.80E+11
svnw,STEVENS PASS,WA,47.73333333,-121.0833333,186.8333333,0,.......................,791,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
svpi,SAVAGE PASS,ID,46.45,-114.6166667,216.8333333,0,.......................,735,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
svwm,"Shields Valley-Wilsall, MT (SVWM)",MT,46.04659653,-110.6532822,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.01E+11
swai,"Snake River near Murphy, ID (USGS)",ID,43.29194444,-116.42,0,US/Mountain,00:00.0,,ft,0,,,,hydromet,idpwr,PN,1.71E+11
swbi,"Sweetwater Creek below Diversion nr Waha, ID",ID,46.27194444,-116.8522222,1990,US/Pacific,51:13.0,13342250,ft,0,,,,hydromet,PNRO,PN,1.71E+11
swci,Sweetwater Canal near Headworks,ID,42.275,-116.8525,0,US/Pacific,25:56.0,0,ft,0,,,,hydromet,,PN,1.71E+11
swco,Swalley Canal,OR,44.08055556,-121.3,3539,US/Pacific,30:35.4,14070000,ft,0,,,,hydromet,owrd,PN,1.71E+11
swii,"South West Irr Dist Diversion Burley Main Drain, ID",ID,42.67083333,-113.4833333,4180,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.70E+11
swlm,Swan Lake,MT,47.93305556,-113.8486111,3190,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Flathead,PN,1.70E+11
swlw,SWAMP LAKE CR. NR CRYSTAL SPRINGS CAMPGROUND,WA,47.30666667,-121.3094444,0,US/Pacific,.......................,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
swmn,"DRI - Steptoe Valley WMA, Nevada Weather Station",NV,39.195556,-114.810278,1965.96,US/Pacific,3/11/2011,,m,0,agrimet_map,,,agrimet,dri,PN,1.61E+11
swpi,SWEDE PEAK,ID,43.61666667,-113.9666667,240.3333333,0,.......................,805,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
swti,"Sweetwater Creek at Mouth at Sweetwater, ID",ID,46.369167,-116.795556,1110,US/Pacific,49:53.6,13342340,ft,0,,,,hydromet,usgs,PN,1.71E+11
swtr,"Swift Reservoir, Birch Creek, Montana",MT,48.15,-112.86667,4780,MST,,,,,,,,,,GP,
system,Hydromet Computer System,ID,0,0,0,0,,,,0,,,T,system,,PN,
tabi,"INL - Taber,  Idaho Weather Station",ID,43.318683,-112.6918,1441.704,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
tacn,TAYLOR CANYON,NV,41.21666667,-116.0166667,219.3333333,0,.......................,811,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.60E+11
talo,Talent Lateral near Ashland,OR,42.21527778,-122.7111111,0,US/Pacific,28:13.2,0,ft,0,,,,hydromet,BFO (T),PN,1.71E+11
talsys,emi +hya +hpd,OR,0,0,0,US/Pacific,,0,,0,,,,hydromet,,PN,
talsys6,emi +hya +hpd +for +fis +aga,OR,0,0,0,US/Pacific,,0,,0,,,,hydromet,,PN,
tcbw,TANEUM Creek nr Brain Ranch,WA,47.08666667,-120.7658333,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
tcmo,THREE CREEKS MEADOW,OR,44.13333333,-121.6333333,215.8333333,0,.......................,815,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
tcni,Twin Falls North Side Canal,ID,42.52638889,-114.0097222,4134,US/Mountain,00:00.0,0,ft,0,,,,hydromet,IDWR,PN,1.70E+11
tcsi,Twin Falls South Side Canal,ID,42.52277778,-114.0130556,4134,US/Mountain,00:00.0,0,ft,0,,,,hydromet,IDWR,PN,1.70E+11
tda,THE DALLES DAM & LAKE CELILO ON COLUMBIA RIVER,OR,45.61972222,-121.1202778,160,US/Pacific,00:00.0,14103950,ft,0,,,,hydromet,Corps,PN,1.71E+11
tdao,COLUMBIA RIVER AT THE DALLES,OR,45.6075,-121.1722222,130,US/Pacific,00:00.0,14105700,ft,0,,,,hydromet,,PN,1.71E+11
tddo,ONE MILE DOWNSTREAM OF THE DALLES,WA,46.25,-118.875,440,US/Pacific,00:00.0,0,ft,0,,,,hydromet,,PN,1.71E+11
teai,"Teton River near St. Anthony, ID",ID,43.92704859,-111.613803,4972,US/Mountain,00:00.0,13055000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
teaw,TEANAWAY RIVER BELOW LAMBERT ROAD,WA,47.19,-120.8222222,1950,US/Pacific,50:20.3,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
teri,"INL - Terreton,  Idaho Weather Station",ID,43.841683,-112.41825,1460.6016,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
tfco,Tumalo Feed Canal (2 Flow Meters),OR,44.09027778,-121.3686111,3555,US/Pacific,31:06.8,14073500,ft,0,,,,hydromet,owrd,PN,1.71E+11
tfgi,"Twin Falls Fairgrounds, Filer Idaho",ID,42.568782,-114.601548,1147,US/Mountain,8/21/2013,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
tgci,Twin Groves Canal,ID,43.975,-111.6416667,4990,US/Mountain,00:00.0,13049710,ft,0,,,,hydromet,IDWR,PN,1.70E+11
tgco,Tualatin River at Golf Course Rd NE(OWRD),OR,0,0,0,,,,,0,,,T,,,PN,
thbw,THUNDER BASIN,WA,48.51666667,-120.9833333,192,0,.......................,817,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
thf,"Thief Valley Dam and Reservoir near North Powder, OR",OR,45.01257494,-117.781601,3143,US/Pacific,00:00.0,13285500,ft,0,cma_google,,,hydromet,owrd/pnro,PN,1.71E+11
thm,"Thompson Valley Res. near Silver Lake, OR",OR,42.96444444,-121.0886111,5105,US/Pacific,29:01.9,0,ft,0,,,,hydromet,OWRD,PN,1.71E+11
thmy,Thumb Divide,WY,44.36666667,-110.5666667,243,0,.......................,816,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.01E+11
tici,Teton Irrigation Canal,ID,43.89166667,-111.6672222,4960,US/Mountain,.......................,13055040,ft,0,,,,hydromet,IDWR,PN,1.70E+11
ticw,TIETON RIVER NEAR TIETON CANAL HEADWORKS,WA,46.67111111,-121,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
tiew,TIETON CANAL,WA,46.66944444,-121.0055556,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
tipo,TIPTON,OR,44.65,-118.4166667,203.8333333,0,.......................,821,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
titi,Teton Island Feeder Canal,ID,43.89111111,-111.6969444,4930,US/Mountain,00:00.0,13055210,ft,0,,,,hydromet,IDWR,PN,1.70E+11
tksw,TINKHAM CREEK,WA,47.31666667,-121.4666667,170.8333333,0,.......................,899,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
tlci,Texas and Liberty Canal,ID,43.72027778,-111.8272222,4895,US/Mountain,.......................,13038434,ft,0,,,,hydromet,IDWR,PN,1.70E+11
tlkc,"Tulelake, California AgriMet Weather Station",CA,41.86409,-121.51496,1223,US/Pacific,12/21/2016,,,0,,,,agrimet,,PN,1.80E+11
tmcm,TWELVEMILE CREEK,MT,46.13333333,-114.4333333,207.3333333,0,.......................,835,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
tnaw,"TEANAWAY RIVER AT FORKS NEAR CLE ELUM, WA",WA,47.24638889,-120.8611111,2143,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
tncm,"South Fork Flathead River near Twincreek, MT",MT,47.979115,-113.560923,3575,US/Mountain,00:00.0,12359800,ft,0,,,,hydromet,usgs,PN,1.70E+11
togy,TOGWOTEE PASS,WY,43.73333333,-110.05,269.6666667,0,.......................,822,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.01E+11
tohw,TOUCHET #2,WA,46.11666667,-117.85,209.1666667,0,.......................,824,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
tolo,Tollgate,OR,0,0,5070,,,,,0,,,T,,,PN,
topi,PORTNEUF RIV AT TOPAZ (NWS),ID,42.625556,-112.088056,0,US/Mountain,00:00.0,13073000,ft,0,,,,hydromet,usgs,PN,1.70E+11
topy,TWO OCEAN PLATEAU,WY,44.15,-110.2166667,264,0,.......................,837,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
tosm,"Toston, MT (TOSM)",MT,46.12224579,-111.4948807,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.00E+11
tpem,TEPEE CREEK,MT,44.78333333,-111.7,244.3333333,0,.......................,813,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.00E+11
trai,"Trapper Creek nr Oakley, ID",ID,42.165833,-113.983611,0,US/Mountain,.......................,13083000,ft,0,,,,hydromet,USGS,PN,1.70E+11
trci,Trego Canal,ID,43.20138889,-112.3666667,4480,US/Mountain,00:00.0,13062050,ft,0,,,,hydromet,IDWR,PN,1.70E+11
trdo,"Trout Creek, OR near Denio, NV",OR,42.15555556,-118.4538889,4352,US/Pacific,23:01.8,0,ft,0,,,,hydromet,OWRD,PN,1.71E+11
trfm,"Teton River-Farmington, MT (TRFM)",MT,47.90052032,-112.1596756,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.00E+11
trgo,"Trout Creek at Clements Drive near Gateway, OR",OR,44.80138889,-121.065,1404,US/Pacific,31:39.7,14095255,ft,0,,,,hydromet,owrd,PN,1.71E+11
trgw,TROUGH,WA,47.21666667,-120.2833333,211.3333333,0,.......................,832,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
trlm,Trinkus Lake,MT,0,0,0,,,,,0,,,T,,,PN,
trmi,TRINITY MTN.,ID,43.61666667,-115.4333333,244.5,0,.......................,830,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
trmu,"UCC - Tremonton, Utah Weather Station",UT,41.72293333,-112.15375,1320.0888,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
trpu,"Tropic, Utah AgriMet Weather Station",UT,37.627466,-112.046416,1893,US/Mountain,3/12/2015,,m,0,agrimet_map,,,agrimet,pnro,PN,1.41E+11
trpy,TRIPLE PEAK,WY,42.75,-110.5833333,251.6666667,0,.......................,831,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.40E+11
trti,"Terraton, Idaho AgriMet Weather Station",ID,43.8704,-112.26394,1478,US/Mountain,3/13/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
tryo,GRANDE RONDE RIV AT TROY,OR,45.945702,-117.451009,1586,US/Pacific,00:00.0,13333000,ft,0,,,,hydromet,usgs,PN,1.71E+11
ttni,"N FK TETON RIVER AT TETON, IDAHO",ID,43.897968,-111.67774,4800,US/Mountain,00:00.0,13055198,ft,0,,,,hydromet,,PN,1.70E+11
ttxi,"S FK TETON RIVER AT REXBURG, IDAHO",ID,43.835,-111.777778,4770,US/Mountain,00:00.0,13055340,ft,0,,,,hydromet,usgs,PN,1.70E+11
tulc,"Tule Lake Sump 1A, California",CA,41.87361111,-121.5436111,4040,US/Pacific,23:37.7,0,ft,0,,,,hydromet,Klamath,PN,1.80E+11
tumo,"Tumalo Creek blw Tumalo Feed Canal nr Bend, OR",OR,44.08777778,-121.3716667,3567,US/Pacific,31:20.1,14073520,ft,0,,,,hydromet,owrd,PN,1.71E+11
tunw,Tunnel Avenue,WA,0,0,0,,,,,0,,,T,,,PN,
turq,"Turquoise Lake (Sugarloaf Dam), Colorado",CO,39.25278,-106.37417,9750,MST,,,,,,,,,,GP,
twc01,"Towaoc, Colorado CoAgMet Weather Station",CO,37.1891,-108.935,1621,US/Mountain,6/30/1998,0,0,0,ccc,,T,agrimet,ccc,PN,1.41E+11
twfi,Twin Falls (Kimberly) Idaho AgriMet Weather Station  7E,ID,42.54611,-114.34527,1194.82,US/Mountain,5/4/1990,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
twiresco,"Twin Lakes Reservoir, Colorado",CO,39.08028,-106.31389,9200,MST,,,,,,,,,,GP,
twlm,TWIN LAKES,MT,46.13333333,-114.5,220.6666667,0,.......................,836,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
tybo,TAYLOR BUTTE,OR,42.68333333,-121.4166667,204.8333333,0,.......................,810,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.80E+11
tylo,TAYLOR GREEN,OR,45.06666667,-117.55,212.6666667,0,.......................,812,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
ubbo,Umatilla River below Butter Creek,OR,45.82888889,-119.3227778,480,US/Pacific,04:50.4,0,ft,0,,,,hydromet,Umatilla,PN,1.71E+11
uhlm,Upper Holland Lake,MT,0,0,0,,,,,0,,,T,,,PN,
umao,"Umatilla River near Umatilla, OR",OR,45.90291,-119.326962,330,US/Pacific,00:00.0,14033500,ft,0,,,,hydromet,usgs,PN,1.71E+11
umdo,"Umatilla River at I-84 near Stanfield, OR",OR,45.77666667,-119.2122222,600,US/Pacific,04:50.4,14031050,ft,0,,,,hydromet,owrd,PN,1.71E+11
umhm,"Upper Musselshell-Harlowton, MT (UMHM)",MT,46.44691467,-109.9408188,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.00E+11
ummo,Umatilla River blw Maxwell canal nr Hermiston,OR,45.79527778,-119.3227778,530,US/Pacific,33:10.8,14031600,ft,0,,,,hydromet,owrd,PN,1.71E+11
umso,Umatilla River above W.W. Treatment Plant,OR,45.86194444,-119.3141667,410,US/Pacific,58:12.4,0,ft,0,,,,hydromet,Umatilla,PN,1.71E+11
umto,Umatilla River at City of Hermiston W.W. Treatment P,OR,45.86361111,-119.3163889,410,US/Pacific,29:17.2,14032400,ft,0,,,,hydromet,owrd,PN,1.71E+11
umtw,"YAKIMA RIVER NEAR UMTANUM ,WA.",WA,46.862626,-120.480067,1347,US/Pacific,00:00.0,12484500,ft,0,,,,hydromet,usgs,PN,1.70E+11
umuo,"Umatilla River nr Echo, OR",OR,45.72083333,-119.1791667,650,US/Pacific,52:23.3,14029900,ft,0,,,,hydromet,owrd,PN,1.71E+11
unto,"UNITY, OR (monthly)",OR,0,0,0,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,
uny,"Unity Reservoir and Burnt River near Unity, Oregon",OR,44.5033075,-118.1803364,3820,US/Pacific,00:00.0,13273000,ft,0,cma_google,,,hydromet,owrd/pnro,PN,1.71E+11
upfo,Upper Fish Creek,OR,43.19972222,-122.3897222,3270,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,1.71E+11
upww,UPPER WHEELER,WA,47.28333333,-120.3666667,192.1666667,0,.......................,841,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
vaeo,"VALE, OR (monthly)",OR,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,
valo,"Malheur River below Nevada Dam near Vale, OR",OR,43.98755012,-117.2187829,2225,US/Mountain,00:00.0,13233300,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.71E+11
vecu,"UCC - Venice, Utah Weather Station",UT,38.8235,-112.000367,1598.3712,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
vlci,Snake River Valley Canal,ID,43.45361111,-112.0880556,4651,US/Mountain,00:00.0,13059525,ft,0,,,,hydromet,IDWR,PN,1.70E+11
vlvi,Valley View,ID,44.64630556,-111.3115278,6500,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.70E+11
vnni,VIENNA MINE,ID,43.78333333,-114.85,263.3333333,0,.......................,845,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
vrnu,"Vernal, UT AgriMet Weather Station",UT,40.45841,-109.562021,5464,US/Mountain,4/20/2016,,,0,,,,agrimet,pnro,PN,1.41E+11
vspi,Val Schwiendiman Pump,ID,43.91444444,-111.4652778,5550,US/Mountain,12:48.1,13054705,ft,0,,,,hydromet,IDWR,PN,1.70E+11
waci,Watson Canal,ID,43.19583333,-112.4,4465,US/Mountain,00:00.0,13062506,ft,0,,,,hydromet,IDWR,PN,1.70E+11
wafi,"Lake Waha Feeder Canal, ID",ID,46.20617576,-116.8296309,3645,US/Pacific,44:29.6,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.71E+11
wah,"Lake Waha, ID",ID,46.21265616,-116.8378725,3400,US/Pacific,05:53.2,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.71E+11
waks,"Waconda Lake (Glen Elder Dam), Kansas",KS,39.49611,-98.31333,1467,CST,,,,,,,,,,GP,
walm,WALDRON,MT,47.91666667,-112.7833333,205.3333333,0,.......................,847,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.00E+11
war,"Warm Springs Dam and Reservoir nr Riverside, OR",OR,43.58522696,-118.2093803,3305,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.71E+11
waro,"Malheur River bel Warm Springs Res nr Riverside, OR",OR,43.57457171,-118.2097743,3305,US/Mountain,00:00.0,13215000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.71E+11
was,"Clear Lake nr Government Camp (Wasco Dam), OR",OR,45.17638889,-121.6944444,3526,US/Pacific,45:29.5,0,ft,0,,,,hydromet,BFO,PN,1.71E+11
wbci,"Webb Creek near Sweetwater, ID",ID,46.326667,-116.832222,1440,US/Pacific,59:20.2,13342295,ft,0,,,,hydromet,usgs,PN,1.71E+11
wbco,"West Birch Creek at Pilot Rock, OR",OR,45.48388889,-118.8355556,1626,US/Pacific,.......................,14024100,ft,0,,,,hydromet,owrd,PN,1.71E+11
wbfi,"Willow Creek Below Floodway Channel nr. Ucon, ID",ID,43.57583333,-111.9119444,4840,US/Mountain,00:00.0,13058530,ft,0,,,,hydromet,usgs,PN,1.70E+11
wbks,"Webster Reservoir Near Stockton, Kansas",KS,39.39139,-99.42583,1924,CST,,,,,,,,,,GP,
wbri,WEST BRANCH,ID,45.06666667,-116.45,208.6666667,0,.......................,855,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
wcao,"Willow Creek above Willow Lake near Butte Falls, OR",OR,42.46416667,-122.4380556,3040,US/Pacific,.......................,14335230,ft,0,,,,hydromet,owrd,PN,1.71E+11
wcbi,Webb Creek bel Diversion,ID,46.23333333,-116.7511111,3600,US/Pacific,59:20.2,0,ft,0,,,,hydromet,PNRO,PN,1.71E+11
wcbo,"Willow Creek nr Butte Falls, OR",OR,42.48694444,-122.4530556,2930,US/Pacific,.......................,14335300,ft,0,,,,hydromet,owrd,PN,1.71E+11
wcci,Webb Creek canal,ID,46.43361111,-117.2958333,3435,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,1.71E+11
wcco,"WALLOWA RIV ABV CROSS CNTRY CANAL NR ENTERPRISE, OR",OR,45.488203,-117.40379,3670,US/Pacific,43:07.5,13329770,ft,0,,,,hydromet,USGS,PN,1.71E+11
wcdo,"Willow Creek Dam Outlet near Butte Falls, OR",OR,42.47944444,-122.4483333,3000,US/Pacific,.......................,14335250,ft,0,,,,hydromet,owrd,PN,1.71E+11
wcgo,WAGNER CR BL GOOSE CR NR TALENT,OR,42.16861111,-122.7855556,0,US/Pacific,54:49.5,14354950,ft,0,,,,hydromet,owrd,PN,1.71E+11
wcne,"Winters Creek Reservoir (Surface Elev-Inflow), Ne",NE,41.9575,-103.53222,4125,MST,,,,,,,,,,GP,
wcr,"Willow Creek Reservoir, 6 Miles Nw Augusta, Montana",MT,47.54667,-112.42917,4153,MST,,,,,,,,,,GP,
wcro,"Wildhorse Creek at Pendleton, OR (OWRD)",OR,45.68611111,-118.7455556,1060,US/Pacific,00:58.8,14020990,ft,0,,,,hydromet,owrd,PN,1.71E+11
wcsw,WELLS CREEK,WA,48.85,-121.7833333,188.1666667,0,.......................,909,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
wcto,"Wagner Creek Mouth at Talent, OR",OR,42.24583333,-122.78,1584,US/Pacific,41:55.5,14355875,ft,0,,,,hydromet,OWRD/OWRD,PN,1.71E+11
wdgo,West Canal Dump to Griffin Cr.,OR,0,0,0,US/Pacific,54:49.5,0,ft,0,,,,hydromet,BFO/OWRD,PN,
weii,"Snake River at Weiser, ID (USGS)",ID,44.24555556,-116.98,2087,US/Mountain,00:00.0,13269000,ft,0,,,,hydromet,usgs,PN,1.71E+11
weio,West Div Main Canal bel WEID Pumps nr Umatilla OR,OR,45.91111111,-119.3558333,530,US/Pacific,18:12.3,14032650,ft,0,,,,hydromet,Umatilla,PN,1.71E+11
wepo,"WEID Exchange Pump Plant near Umatilla, OR",OR,45.91972222,-119.3275,330,US/Pacific,18:12.3,0,ft,0,,,,hydromet,Umatilla,PN,1.71E+11
wesm,Weasel Divide Snow Course,MT,48.96,-114.76,5450,,,,,0,,,T,,,PN,1.70E+11
weso,"Westland Canal near Echo, OR",OR,45.73555556,-119.2063889,600,US/Pacific,55:45.4,14030500,ft,0,,,,hydromet,owrd,PN,1.71E+11
wesw,WESTSIDE CANAL,WA,47.08638889,-120.6938889,1669,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
weuo,"West Division Main Canal near Umatilla, OR",OR,45.885,-119.3266667,420,US/Pacific,24:43.4,14032500,ft,0,,,,hydromet,owrd,PN,1.71E+11
wfci,Wilford Canal,ID,43.90555556,-111.6277778,4965,US/Mountain,44:37.5,13055030,ft,0,,,,hydromet,IDWR,PN,1.70E+11
wfco,WOLF CREEK,OR,45.06666667,-118.15,211.8333333,0,.......................,873,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
wfwi,"WILLOW CR FLOODWAY AT MOUTH NR IDAHO FALLS, IDAHO",ID,43.5825,-112.0475,4740,US/Mountain,00:00.0,13058529,ft,0,,,,hydromet,usgs,PN,1.70E+11
wgcm,"Middle Fork Flathead River near West Glacier, MT",MT,48.495244,-114.010119,3129,US/Mountain,00:00.0,12358500,ft,0,,,,hydromet,usgs,PN,1.70E+11
wglm,"West Glacier, MT",MT,48.50111111,-113.985,3154,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Flathead,PN,1.70E+11
wgso,West Canal at Griffin Cr. Syphon,OR,0,0,0,US/Pacific,54:49.5,0,ft,0,,,,hydromet,BFO/OWRD,PN,
whbi,"SALMON RIVER AT WHITE BIRD, IDAHO",ID,45.750278,-116.323889,1412,US/Pacific,00:00.0,13317000,ft,0,,,,hydromet,usgs,PN,1.71E+11
whdi,WILDHORSE DIVIDE,ID,42.75,-112.4666667,220.1666667,0,.......................,867,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
whei,WHITE ELEPHANT,ID,44.51666667,-111.4,239.5,0,.......................,860,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
whpw,WHITE PASS E.S.,WA,46.63333333,-121.3666667,195,0,.......................,863,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
wic,"Wickiup Reservoir near LaPine, OR",OR,43.68389,-121.68889,4347,US/Pacific,52:04.5,,ft,0,cma_google,,,hydromet,,PN,1.71E+11
wicews,Wickiup Dam SOD Instrument,OR,43.68611111,-121.6869444,4257,US/Pacific,00:00.0,0,ft,0,,,,hydromet,/OWRD,PN,1.71E+11
wico,"Deschutes River below Wickiup Res., OR",OR,43.685953,-121.688083,4257,US/Pacific,52:24.3,14056500,ft,0,,,,hydromet,owrd,PN,1.71E+11
wicowq,Water Quality Deschutes River below Wic,OR,43.68389,-121.68889,4347,US/Pacific,2-Apr-15,,,0,,,,hydromet,deq,PN,1.71E+11
wifi,"Sand Creek above Willow Creek Diversion nr Ukon, ID",ID,43.5762247,-111.9119467,4850,US/Mountain,00:00.0,13058510,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
wilc,Willow Creek,CA,41.89861111,-121.0519444,4500,US/Pacific,02:56.8,0,ft,0,,,,hydromet,Klamath,PN,1.80E+11
wili,"Willow Creek Floodway Channel nr Ukon, ID",ID,43.57453061,-111.8947972,4840,US/Mountain,00:00.0,13058520,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
wilresco,"Willow Creek Reservoir, Colorado",CO,40.14778,-105.94194,8130,MST,,,,,,,,,,GP,
